City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
73,Lima,PE,2022-10-02 05:00:04,-12.0432,-77.0282,59.9,85,46,6.4
74,Qaanaaq,GL,2022-10-02 05:04:35,77.484,-69.3632,5.56,68,0,7.63
75,Kieta,PG,2022-10-02 05:04:35,-6.2167,155.6333,82.62,73,17,3.02
76,Salalah,OM,2022-10-02 05:04:36,17.0151,54.0924,82.49,74,75,2.3
77,New Norfolk,AU,2022-10-02 05:04:36,-42.7826,147.0587,63.72,47,86,4.0
78,Meyzieu,FR,2022-10-02 05:04:37,45.7667,5.0,64.11,85,100,4.61
79,Bereznik,RU,2022-10-02 05:04:37,62.8551,42.7072,42.33,91,99,2.89
80,Seymchan,RU,2022-10-02 05:04:38,62.8833,152.4333,29.14,72,100,6.33
81,Geraldton,AU,2022-10-02 05:04:38,-28.7667,114.6,73.81,53,7,17.27
82,Gimli,CA,2022-10-02 05:04:39,50.6336,-96.9907,53.64,87,43,8.63
83,Mukhen,RU,2022-10-02 05:04:39,48.1,136.1,64.24,53,84,8.43
84,Chifeng,CN,2022-10-02 05:04:39,42.2683,118.9636,71.8,47,7,13.49
85,Busselton,AU,2022-10-02 05:04:40,-33.65,115.3333,62.69,50,94,11.05
86,Butaritari,KI,2022-10-02 05:04:40,3.0707,172.7902,82.26,75,24,14.7
87,Daru,PG,2022-10-02 05:04:41,-9.0763,143.2092,79.93,87,100,11.43
88,Samarkand,UZ,2022-10-02 05:04:41,39.6542,66.9597,60.22,29,2,11.5
89,Severo-Kurilsk,RU,2022-10-02 05:04:41,50.6789,156.125,46.45,66,51,27.4
90,Tsumeb,NA,2022-10-02 05:04:42,-19.2333,17.7167,73.85,17,0,11.1
91,Tamale,GH,2022-10-02 05:04:42,9.4008,-0.8393,71.74,97,84,5.46
92,Vostok,RU,2022-10-02 05:04:43,46.4856,135.8833,63.66,47,23,5.75
93,Barsovo,RU,2022-10-02 05:04:43,61.1667,73.1667,32.13,53,83,12.15
94,Tasiilaq,GL,2022-10-02 05:04:43,65.6145,-37.6368,34.79,100,100,4.21
95,Jurm,AF,2022-10-02 05:04:44,36.8648,70.8342,63.48,38,2,1.14
96,Mar Del Plata,AR,2022-10-02 05:00:07,-38.0023,-57.5575,57.09,78,0,4.0
97,Ponta Do Sol,PT,2022-10-02 05:04:44,32.6667,-17.1,68.72,77,18,4.81
98,Bredasdorp,ZA,2022-10-02 05:03:26,-34.5322,20.0403,52.7,86,17,4.59
99,Mount Gambier,AU,2022-10-02 05:04:45,-37.8333,140.7667,62.56,63,100,8.9
100,Bilma,NE,2022-10-02 05:04:45,18.6853,12.9164,85.95,19,4,7.34
101,Victoria,HK,2022-10-02 05:02:23,22.2855,114.1577,91.45,84,11,3.0
102,Bezenchuk,RU,2022-10-02 05:04:46,52.982,49.4333,58.89,61,85,11.65
103,Mackenzie,CA,2022-10-02 05:00:51,55.2999,-123.1698,59.31,63,18,6.53
104,Georgetown,MY,2022-10-02 05:04:46,5.4112,100.3354,87.73,71,20,5.75
105,Kologriv,RU,2022-10-02 05:04:46,58.8275,44.3178,54.68,97,100,7.63
106,Grafton,US,2022-10-02 05:04:47,42.207,-71.6856,55.81,82,75,12.66
107,Chapais,CA,2022-10-02 05:02:46,49.7834,-74.8492,28.94,89,8,4.76
108,Cape Town,ZA,2022-10-02 05:01:26,-33.9258,18.4232,60.12,76,9,1.99
109,Nisia Floresta,BR,2022-10-02 05:04:47,-6.0911,-35.2086,72.41,85,33,7.49
110,Barrow,US,2022-10-02 05:04:19,71.2906,-156.7887,28.42,69,100,14.97
111,Candido Mendes,BR,2022-10-02 05:00:40,-1.4467,-45.7167,77.0,82,35,5.79
112,Ekhabi,RU,2022-10-02 05:04:48,53.5102,142.9671,50.29,48,96,11.27
113,Beringovskiy,RU,2022-10-02 05:04:48,63.05,179.3167,40.41,89,100,15.14
114,Nanortalik,GL,2022-10-02 05:04:49,60.1432,-45.2371,39.33,78,100,2.64
115,Kruisfontein,ZA,2022-10-02 05:04:49,-34.0033,24.7314,57.07,79,26,4.38
116,Lakatoro,VU,2022-10-02 05:04:49,-16.0999,167.4164,81.86,69,25,2.93
117,Bingol,TR,2022-10-02 05:04:50,38.8847,40.4939,64.92,32,0,5.75
118,Izmir,TR,2022-10-02 05:04:50,38.4622,27.0923,80.55,36,75,4.61
119,Houma,US,2022-10-02 05:04:15,29.5958,-90.7195,64.4,81,0,3.44
120,Ballina,AU,2022-10-02 05:00:14,-28.8667,153.5667,62.02,88,100,10.96
121,Nome,US,2022-10-02 05:04:51,64.5011,-165.4064,39.27,66,0,8.05
122,Panarukan,ID,2022-10-02 05:04:51,-7.7018,113.9184,88.03,60,62,6.26
123,Saint-Augustin,CA,2022-10-02 05:04:52,51.226,-58.6502,38.3,62,0,10.09
124,Los Llanos De Aridane,ES,2022-10-02 05:04:52,28.6585,-17.9182,67.75,80,100,8.05
125,Biak,ID,2022-10-02 05:04:53,-0.9131,122.8766,85.71,57,87,2.21
126,Mahdasht,IR,2022-10-02 05:04:53,35.7299,50.8111,71.82,36,0,11.07
127,Vanavara,RU,2022-10-02 05:04:53,60.34,102.2797,34.05,65,100,8.08
128,Orange Cove,US,2022-10-02 05:04:54,36.6244,-119.3137,78.6,41,0,8.05
129,Saint Pete Beach,US,2022-10-02 05:04:54,27.7253,-82.7412,75.99,78,0,5.75
130,Okhotsk,RU,2022-10-02 05:04:55,59.3833,143.3,42.06,43,54,4.32
131,Kaoma,ZM,2022-10-02 05:04:55,-14.7833,24.8,67.41,36,5,8.08
132,Irbit,RU,2022-10-02 05:04:55,57.6705,63.071,42.26,60,67,9.44
133,Kumbo,CM,2022-10-02 05:04:56,6.2,10.6667,57.74,93,100,2.46
134,Grand Gaube,MU,2022-10-02 05:04:56,-20.0064,57.6608,75.38,53,30,11.01
135,Manyana,BW,2022-10-02 05:04:57,-23.4,21.7167,67.75,29,53,5.32
136,Phayao,TH,2022-10-02 05:04:57,19.25,100.25,76.21,95,100,3.22
137,Albany,US,2022-10-02 05:02:55,42.6001,-73.9662,54.36,81,41,9.17
138,Antofagasta,CL,2022-10-02 05:04:58,-23.65,-70.4,56.48,73,34,3.42
139,Pietarsaari,FI,2022-10-02 05:04:58,63.65,22.6833,48.33,93,100,10.89
140,Orkney,ZA,2022-10-02 05:04:58,-26.9802,26.6727,67.98,27,25,2.91
141,Nikolskoye,RU,2022-10-02 05:03:01,59.7035,30.7861,42.78,92,100,2.93
142,Yellowknife,CA,2022-10-02 05:04:59,62.456,-114.3525,57.72,72,75,11.5
143,Waspan,NI,2022-10-02 05:04:59,14.7419,-83.9717,73.38,96,100,4.88
144,Thunder Bay,CA,2022-10-02 05:05:00,48.4001,-89.3168,45.64,78,93,6.51
145,Miri,MY,2022-10-02 05:05:00,4.4148,114.0089,85.91,72,99,6.04
146,Cururupu,BR,2022-10-02 05:05:00,-1.8283,-44.8683,76.87,83,26,5.14
147,Jacmel,HT,2022-10-02 05:05:01,18.2342,-72.5347,78.64,87,72,5.44
148,Nizhniy Tsasuchey,RU,2022-10-02 05:05:01,50.5167,115.1333,41.2,27,93,17.98
149,Aklavik,CA,2022-10-02 05:05:02,68.2191,-135.0107,29.95,93,100,14.76
150,Mayor Pablo Lagerenza,PY,2022-10-02 05:05:02,-19.9309,-60.7718,71.78,58,6,5.06
151,Nabire,ID,2022-10-02 05:05:03,-3.3667,135.4833,84.25,71,76,3.31
152,Juneau,US,2022-10-02 05:05:03,58.3019,-134.4197,51.22,94,100,5.75
153,Americana,BR,2022-10-02 05:05:04,-22.7392,-47.3314,65.5,87,0,5.01
154,Chokurdakh,RU,2022-10-02 05:05:04,70.6333,147.9167,25.61,70,100,8.55
155,Aykhal,RU,2022-10-02 05:05:05,66.0,111.5,25.16,91,100,15.84
156,Batagay,RU,2022-10-02 05:05:05,67.6333,134.6333,27.54,71,100,0.98
157,Novi Ligure,IT,2022-10-02 05:05:06,44.7608,8.7896,64.27,29,73,3.09
158,Boa Esperanca,BR,2022-10-02 05:05:06,-21.09,-45.5658,64.49,90,3,2.51
159,Lobva,RU,2022-10-02 05:05:07,59.1854,60.5185,41.09,81,99,6.2
160,Tiksi,RU,2022-10-02 05:05:07,71.6872,128.8694,22.62,84,99,16.67
161,Chernyshevskiy,RU,2022-10-02 05:05:07,63.0128,112.4714,29.23,68,89,6.31
162,Auki,SB,2022-10-02 05:05:08,-8.7676,160.7034,82.99,71,37,1.77
163,Tual,ID,2022-10-02 05:05:08,-5.6667,132.75,83.55,67,100,4.88
164,Khatanga,RU,2022-10-02 05:05:09,71.9667,102.5,24.04,96,100,11.07
165,Nioki,CD,2022-10-02 05:05:09,-2.7167,17.6833,70.65,99,100,0.98
166,Sao Filipe,CV,2022-10-02 05:05:10,14.8961,-24.4956,77.74,72,26,9.75
167,Kaitangata,NZ,2022-10-02 05:05:10,-46.2817,169.8464,53.06,69,45,6.69
168,Cadillac,US,2022-10-02 05:05:10,44.2519,-85.4012,51.71,87,0,9.22
169,Puerto Ayacucho,VE,2022-10-02 05:05:11,5.6639,-67.6236,72.86,96,100,1.86
170,Saint-Paul,RE,2022-10-02 05:05:11,-21.0096,55.2707,75.31,69,72,4.52
171,Yarada,IN,2022-10-02 05:05:12,17.65,83.2667,86.32,74,75,3.44
172,Jamestown,US,2022-10-02 05:05:12,42.097,-79.2353,55.02,72,100,12.66
173,Neuquen,AR,2022-10-02 05:05:13,-38.9516,-68.0591,60.69,48,0,6.91
174,Newport,GB,2022-10-02 05:00:49,51.5877,-2.9984,57.63,87,100,7.25
175,Poya,NC,2022-10-02 05:05:13,-21.35,165.15,75.16,56,65,6.11
176,Lavrentiya,RU,2022-10-02 05:05:14,65.5833,-171.0,35.64,77,14,9.51
177,San Patricio,US,2022-10-02 05:05:14,28.017,-97.5169,76.86,60,3,7.0
178,Pevek,RU,2022-10-02 05:05:14,69.7008,170.3133,32.85,81,100,3.2
179,Kodiak,US,2022-10-02 05:05:15,57.79,-152.4072,47.71,87,20,5.75
180,Panji,ID,2022-10-02 05:05:15,-7.7253,114.0995,89.28,55,50,7.11
181,Waitara,NZ,2022-10-02 05:05:16,-38.925,174.25,55.0,95,80,8.12
182,Bac Lieu,VN,2022-10-02 05:05:16,9.285,105.7244,83.57,74,100,5.64
183,Chateauroux,FR,2022-10-02 05:05:16,46.8167,1.7,60.8,94,100,16.11
184,Colac,AU,2022-10-02 05:05:17,-38.3333,143.5833,63.18,40,14,5.46
185,Jiuquan,CN,2022-10-02 05:05:17,39.7432,98.5174,45.27,16,100,10.94
186,Kahului,US,2022-10-02 05:05:18,20.8947,-156.47,80.62,75,20,12.66
187,Pimentel,PE,2022-10-02 05:05:18,-6.8367,-79.9342,61.34,88,35,12.62
188,Laredo,US,2022-10-02 05:05:19,27.5064,-99.5075,73.69,56,0,8.05
189,Chelno-Vershiny,RU,2022-10-02 05:05:19,54.4333,51.1,52.47,61,100,14.38
190,Praia,CV,2022-10-02 05:05:20,14.9215,-23.5087,76.84,78,55,7.85
191,Waipawa,NZ,2022-10-02 05:05:20,-41.4122,175.5153,48.27,98,100,10.96
192,Carutapera,BR,2022-10-02 05:05:21,-1.195,-46.02,78.51,79,29,8.84
193,Dikson,RU,2022-10-02 05:05:21,73.5069,80.5464,34.12,90,98,13.24
194,Comodoro Rivadavia,AR,2022-10-02 05:05:21,-45.8667,-67.5,46.26,76,0,0.0
195,Lere,NG,2022-10-02 05:05:22,10.387,8.5726,68.16,91,97,4.0
196,Corrente,BR,2022-10-02 05:05:22,-3.7367,-43.3394,72.01,94,29,2.53
197,Pangnirtung,CA,2022-10-02 05:05:23,66.1451,-65.7125,29.55,49,0,4.97
198,Saint-Joseph,RE,2022-10-02 05:05:23,-21.3667,55.6167,73.78,67,38,10.51
199,Airai,TL,2022-10-02 05:05:24,-8.9266,125.4092,71.51,72,66,1.66
200,Santa Lucia,ES,2022-10-02 05:05:24,27.9117,-15.5407,63.72,78,20,12.66
201,La Libertad,EC,2022-10-02 05:01:16,-2.2333,-80.9,67.96,83,81,6.67
202,San Bartolome De Tirajana,ES,2022-10-02 05:05:25,27.9248,-15.5733,61.27,79,20,12.66
203,Coihaique,CL,2022-10-02 05:05:25,-45.5752,-72.0662,39.81,81,0,0.0
204,Port Elizabeth,ZA,2022-10-02 05:05:26,-33.918,25.5701,58.32,89,28,3.0
205,Hami,CN,2022-10-02 05:05:26,42.8,93.45,52.72,15,93,8.21
206,Chuy,UY,2022-10-02 05:05:26,-33.6971,-53.4616,52.29,93,83,2.82
207,Cidreira,BR,2022-10-02 05:05:27,-30.1811,-50.2056,56.7,93,5,8.39
208,Atuona,PF,2022-10-02 05:05:27,-9.8,-139.0333,77.05,72,3,17.85
209,Cherskiy,RU,2022-10-02 05:05:28,68.75,161.3,31.95,98,100,2.21
210,Mango,US,2022-10-02 05:05:28,27.9797,-82.3065,70.86,90,0,0.0
211,Tampin,MY,2022-10-02 05:05:29,2.4701,102.2302,79.36,82,100,2.19
212,Ratnagiri,IN,2022-10-02 05:05:29,16.9833,73.3,81.1,79,45,4.99
213,Muzhi,RU,2022-10-02 05:05:29,65.3667,64.6667,36.91,82,91,10.09
214,Yuanping,CN,2022-10-02 05:05:30,38.7153,112.7575,71.47,61,72,5.37
215,Port Blair,IN,2022-10-02 05:05:30,11.6667,92.75,84.96,74,60,16.62
216,Kabanjahe,ID,2022-10-02 05:05:30,3.1001,98.4908,71.24,83,99,2.04
217,East London,ZA,2022-10-02 05:05:31,-33.0153,27.9116,64.45,81,52,7.27
218,Taunggyi,MM,2022-10-02 05:05:31,20.7833,97.0333,70.11,87,100,6.2
219,Esperance,AU,2022-10-02 05:05:31,-33.8667,121.9,57.04,72,100,19.71
220,Polohy,UA,2022-10-02 05:05:32,47.4844,36.2536,66.72,73,100,11.88
221,Alofi,NU,2022-10-02 05:05:32,-19.0595,-169.9187,75.22,73,51,20.02
222,Porto Novo,BJ,2022-10-02 05:05:32,6.4965,2.6036,74.71,93,92,3.4
223,Madang,PG,2022-10-02 05:05:33,-5.2246,145.7966,85.51,65,39,8.25
224,Lethem,GY,2022-10-02 05:05:33,3.3803,-59.7968,77.43,71,48,6.22
225,Kodinsk,RU,2022-10-02 05:05:34,58.6881,99.1844,39.27,52,97,8.93
226,Rocha,UY,2022-10-02 05:05:34,-34.4833,-54.3333,48.09,89,86,2.53
227,Kulhudhuffushi,MV,2022-10-02 05:05:35,6.6221,73.07,81.05,78,100,15.99
228,Great Yarmouth,GB,2022-10-02 05:05:35,52.6083,1.7305,52.45,90,95,13.0
229,Mayumba,GA,2022-10-02 05:05:36,-3.432,10.6554,75.24,90,100,4.12
230,Gat,IL,2022-10-02 05:03:37,31.61,34.7642,80.4,81,0,3.8
231,Kavieng,PG,2022-10-02 05:02:54,-2.5744,150.7967,84.43,69,47,9.64
232,Avarua,CK,2022-10-02 05:04:19,-21.2078,-159.775,71.65,60,40,10.36
233,Provideniya,RU,2022-10-02 05:05:36,64.3833,-173.3,38.07,75,60,11.83
234,Yurga,RU,2022-10-02 05:05:37,55.7231,84.8861,38.57,63,16,2.06
235,Saint-Philippe,RE,2022-10-02 05:05:37,-21.3585,55.7679,74.79,72,53,11.12
236,Kauswagan,PH,2022-10-02 05:05:38,8.1917,124.0847,85.68,73,93,7.45
237,Aswan,EG,2022-10-02 05:03:42,24.0934,32.907,85.87,27,0,9.22
238,Ventersburg,ZA,2022-10-02 05:05:38,-28.0856,27.1381,61.3,62,46,7.61
239,Laguna,US,2022-10-02 05:05:38,38.421,-121.4238,67.96,81,0,10.36
240,El Carmen,CO,2022-10-02 05:05:39,8.5106,-73.4478,66.6,92,85,2.62
241,Goderich,CA,2022-10-02 05:05:39,43.7501,-81.7165,54.91,80,1,17.38
242,Bonthe,SL,2022-10-02 05:05:40,7.5264,-12.505,74.91,91,99,8.63
243,Shimoda,JP,2022-10-02 05:05:40,34.6667,138.95,79.11,55,24,9.57
244,Thompson,CA,2022-10-02 05:05:41,55.7435,-97.8558,44.83,39,78,7.45
245,Calbuco,CL,2022-10-02 05:05:41,-41.768,-73.1273,40.21,82,100,8.75
246,Harper,LR,2022-10-02 05:02:11,4.375,-7.7169,75.06,91,100,9.46
247,Kitimat,CA,2022-10-02 05:05:41,54.0524,-128.6534,56.91,24,100,2.73
248,Tabou,CI,2022-10-02 05:05:42,4.423,-7.3528,74.95,91,100,8.14
249,Kaeo,NZ,2022-10-02 05:05:42,-35.1,173.7833,65.32,84,46,13.82
250,Seoul,KR,2022-10-02 05:05:06,37.5683,126.9778,74.64,64,75,5.75
251,Sitka,US,2022-10-02 05:05:43,57.0531,-135.33,48.09,87,20,5.75
252,Lakinsk,RU,2022-10-02 05:05:43,56.0193,39.9485,52.03,89,77,11.65
253,Monte San Giovanni Campano,IT,2022-10-02 05:05:44,41.6406,13.5137,58.01,89,0,2.24
254,Akhmim,EG,2022-10-02 05:05:44,26.5622,31.745,81.23,35,0,11.7
255,Sambava,MG,2022-10-02 05:05:44,-14.2667,50.1667,73.24,66,61,11.23
256,Luena,AO,2022-10-02 05:05:45,-11.7833,19.9167,61.16,69,69,0.29
257,Verkhnyaya Toyma,RU,2022-10-02 05:05:45,62.2349,44.9985,45.14,93,100,7.43
258,Boguchany,RU,2022-10-02 05:05:46,58.3814,97.4531,39.36,54,100,9.46
259,Tra Vinh,VN,2022-10-02 05:05:46,9.9347,106.3453,80.64,84,100,1.12
260,Shubarshi,KZ,2022-10-02 05:05:46,48.5872,57.1869,52.39,21,96,15.1
261,Juan Lacaze,UY,2022-10-02 05:05:47,-34.4342,-57.4381,53.11,80,52,9.06
262,Riyadh,SA,2022-10-02 05:03:32,24.6877,46.7219,85.01,14,0,3.04
263,Anadyr,RU,2022-10-02 05:05:47,64.75,177.4833,39.0,69,100,3.13
264,Rodrigues Alves,BR,2022-10-02 05:05:48,-7.738,-72.6509,73.15,77,100,1.72
265,Unhel,IN,2022-10-02 05:05:48,23.3333,75.5667,82.72,57,0,10.58
266,Vanderhoof,CA,2022-10-02 05:04:42,54.0166,-124.0198,58.66,57,4,2.64
267,Namatanai,PG,2022-10-02 05:05:49,-3.6667,152.4333,85.12,64,10,7.43
268,Hithadhoo,MV,2022-10-02 05:05:49,-0.6,73.0833,81.79,69,78,16.15
269,Gawler,AU,2022-10-02 05:05:50,-34.6,138.7333,77.49,36,78,4.23
270,Kurilsk,RU,2022-10-02 05:05:50,45.2333,147.8833,52.39,68,57,9.06
271,Nouadhibou,MR,2022-10-02 05:05:50,20.931,-17.0347,70.07,79,0,17.96
272,Buta,CD,2022-10-02 05:05:51,2.7858,24.73,69.85,99,100,2.15
273,Sibolga,ID,2022-10-02 05:05:51,1.7427,98.7792,78.57,88,100,1.32
274,Belaya Gora,RU,2022-10-02 05:05:52,68.5333,146.4167,27.63,66,98,3.94
275,Constitucion,CL,2022-10-02 05:05:52,-35.3333,-72.4167,54.23,78,6,4.25
276,Dzaoudzi,YT,2022-10-02 05:05:52,-12.7887,45.2699,78.69,73,40,2.3
277,Khasan,RU,2022-10-02 05:05:53,42.4308,130.6434,62.13,93,100,13.09
278,Harrisonburg,US,2022-10-02 05:05:53,38.4496,-78.8689,55.27,98,100,0.0
279,Talara,PE,2022-10-02 05:05:54,-4.5772,-81.2719,64.0,83,18,16.96
280,Portland,US,2022-10-02 05:01:19,45.5234,-122.6762,73.09,64,0,5.99
281,Pacific Grove,US,2022-10-02 05:01:32,36.6177,-121.9166,62.02,86,77,3.0
282,Road Town,VG,2022-10-02 05:05:54,18.4167,-64.6167,84.29,77,82,13.0
283,Ankpa,NG,2022-10-02 05:05:55,7.3706,7.6253,69.24,99,97,3.53
284,Verkhnevilyuysk,RU,2022-10-02 05:05:55,63.4453,120.3167,30.9,51,87,5.41
285,Dubovskoye,RU,2022-10-02 05:05:56,47.4092,42.7575,68.58,54,100,7.96
286,Hirara,JP,2022-10-02 05:05:56,24.8,125.2833,82.36,75,2,9.08
287,Waingapu,ID,2022-10-02 05:05:57,-9.6567,120.2641,85.14,66,73,8.9
288,Cabo San Lucas,MX,2022-10-02 05:04:09,22.8909,-109.9124,80.62,75,50,4.05
289,Anaconda,US,2022-10-02 05:05:57,46.1285,-112.9423,47.39,97,100,0.94
290,Montes Altos,BR,2022-10-02 05:05:57,-5.8333,-47.0667,73.85,48,6,4.23
291,Sao Lourenco Do Oeste,BR,2022-10-02 05:05:58,-26.3592,-52.8511,51.75,95,0,2.91
292,Isangel,VU,2022-10-02 05:05:58,-19.55,169.2667,79.59,75,87,1.66
293,Sechura,PE,2022-10-02 05:05:59,-5.5569,-80.8222,62.19,85,5,11.12
294,Katobu,ID,2022-10-02 05:05:59,-4.9408,122.5276,90.21,55,98,3.91
295,Ust-Nera,RU,2022-10-02 05:05:59,64.5667,143.2,25.47,86,100,3.42
